,ARR_Airline,AC_TYPE,STA_Weekday,STA_time_of_the_day,STA_Month,Registration,Arr_Stand
4538,JU,319,2,815,2,YUAPE,C4
4539,AZ,320,2,705,2,EIDTM,A3
4540,JU,319,2,795,2,YUAPF,A6
4541,JU,AT7,2,800,2,YUALP,C10
4542,JU,AT7,2,830,2,YUALT,C9
4543,JU,319,2,795,2,YUAPC,C1
4544,SWEDEN,414,2,735,2,SEFZL,A13-1
4545,REPSRP,525,2,900,2,E7SMS,A13-2
4546,EZS,320,2,735,2,HBJXI,A5
4547,JU,319,2,1065,2,YUAPJ,C6
4548,SU,32A,2,775,2,VPBLO,C2
4549,DY,738,2,755,2,LNDYP,A2
4550,FZ,7M8,2,780,2,A6FMD,A4
4551,JU,319,2,1025,2,YUAPD,C3
4552,EZY,319,2,790,2,OELQH,A1
4553,LH,E95,2,795,2,DAEMD,C5
4554,LH,319,2,815,2,DAILK,A3
4555,LO,E75,2,845,2,SPLIA,A2
4556,A3,320,2,865,2,SXDVR,A5
4557,HKY,C130,2,960,2,US-00320,N1A
4558,LX,320,2,885,2,HBIHX,C2
4559,OS,DH4,2,910,2,OELGE,A4
4560,JU,AT7,2,1060,2,YUALT,B6
4561,JU,319,2,1035,2,YUAPE,C1
4562,JU,AT7,2,1100,2,YUALP,C8
4563,JU,AT7,2,1115,2,YUALV,A6
4564,JU,319,2,1095,2,YUAPF,C5
4565,JU,AT7,2,1105,2,YUALO,C7
4566,LH,CR9,2,1015,2,DACKF,A5
4567,LO,E95,2,1015,2,SPLNL,A2
4568,KK,319,2,1055,2,TCATD,A3
4569,JU,319,2,1075,2,YUAPA,C2
4570,IGA,76X,3,660,2,SPMRF,C9A
4571,PINK,550,2,1050,2,YUBTB,A12-2
4572,JU,319,2,1080,2,YUAPC,A1
4573,WZZ,32A,2,1060,2,HALYR,A8
4574,OS,DH4,2,1100,2,OELGA,C3
4575,SU,321,2,1125,2,VQBOH,A2
4576,YM,E95,2,1165,2,4OAOA,A5
4577,EY,77X,2,1250,2,A6DDD,N1A
4578,TK,321,2,1225,2,TCJRJ,A1
4579,RO,AT5,2,1250,2,YRATA,A2
4580,OS,DH4,3,470,2,OELGL,A7
4581,JU,AT7,3,20,2,YUALP,C8
4582,JU,320,3,420,2,YUAPH,C6
4583,JU,319,3,400,2,YUAPE,A1
4584,SU,32A,2,1415,2,VPBTJ,A3
4585,JU,733,3,415,2,YUANK,A4
4586,JU,AT7,3,30,2,YUALO,C7
4587,JU,319,3,405,2,YUAPC,C5
4588,JU,AT7,3,425,2,YUALV,B4
4589,JU,319,3,475,2,YUAPF,C2
4590,WZZ,32A,3,1115,2,HALYR,A8
4591,ISLE,CL60,2,1435,2,MASIM,A11-2
4592,PINK,56X,2,1230,2,YUPMK,A13-1
4593,LH,319,3,410,2,DAIBI,A5
4594,EY,32A,3,735,2,A6EJA,A3
4595,JU,AT7,3,410,2,YUALO,C7
4596,NTF,PC12,3,1080,2,OKCTP,A14-3
4597,TK,73H,3,540,2,TCJGI,A1
4598,YM,100,3,535,2,4OAOM,A4
4599,YM,E95,3,535,2,4OAOA,A7
4600,JU,319,3,610,2,YUAPA,C1
4601,RO,AT5,3,560,2,YRATC,C7
4602,JU,733,3,480,2,YUANK,C4
4603,PNC,P44,3,660,2,YUBSC,A12-3
4604,QR,32A,3,700,2,A7AHS,A1
4605,JU,AT7,3,425,2,YUALV,C7
4606,JU,320,3,1080,2,YUAPH,C6
4607,JU,319,3,740,2,YUAPI,C4
4608,GERMAN,P46T,5,840,2,DEGTC,A14-2
4609,HV,73W,3,705,2,PHXRV,A4
4610,JU,319,3,740,2,YUAPC,C2
4611,JU,AT7,3,690,2,YUALT,C8
4612,JU,AT7,3,830,2,YUALV,C7
4613,JU,AT7,3,800,2,YUALO,B4
4614,PC,73H,3,765,2,TCIZI,C5
4615,SU,32A,3,775,2,VPBTJ,C1
4616,JU,319,3,795,2,YUAPJ,A6
4617,FZ,7M8,3,780,2,A6FME,A5
4618,JU,319,3,815,2,YUAPE,A4
4619,ADN,LJ60,3,785,2,DCURE,A13-3
4620,EZS,320,3,790,2,HBJZY,C3
4621,LH,32A,3,815,2,DAINK,A1
4622,LH,E95,3,795,2,IADJT,A2
4623,JU,AT7,3,830,2,YUALT,C8
4624,TUP,T2F,3,945,2,RA64032,B7
4625,LX,320,3,880,2,HBIJI,A3
4626,OS,DH4,3,910,2,OELGA,A5
4627,B2,733,3,910,2,EW407PA,A4
4628,YM,E95,3,960,2,4OAOA,A2
4629,JU,319,3,1020,2,YUAPF,C2
4630,JU,AT7,3,1115,2,YUALT,C10
4631,JU,319,3,1025,2,YUAPE,C5
4632,JU,AT7,3,1145,2,YUALV,C7
4633,JU,AT7,3,1105,2,YUALO,C9
4634,JU,319,3,1060,2,YUAPC,C4
4635,JU,319,3,1065,2,YUAPJ,A1
4636,LH,CR9,3,1015,2,DACKH,A5
4637,LO,E70,3,1015,2,SPLDG,A3
4638,JU,319,3,1075,2,YUAPI,C3
4639,JU,319,3,1085,2,YUAPA,C1
4640,OS,DH4,3,1100,2,OELGH,A5
4641,AZ,320,3,1120,2,EIDTI,A2
4642,SU,32A,3,1125,2,VPBAD,A4
4643,JU,AT7,3,1100,2,YUALP,C8
4644,YM,100,3,1165,2,4OAOM,A3
4645,RO,AT5,3,1180,2,YRATG,C2
4646,TK,321,3,1225,2,TCJRF,A1
4647,OS,DH4,4,470,2,OELGH,A3
4648,JU,AT7,4,425,2,YUALV,C8
4649,SU,32A,3,1415,2,VPBAD,A1
4650,JU,AT7,4,435,2,YUALO,A9
4651,JU,320,4,410,2,YUAPH,A2
4652,JU,AT7,4,450,2,YUALT,C6
4653,JU,319,4,405,2,YUAPA,C2
4654,JU,319,4,400,2,YUAPJ,A4
4655,JU,319,4,400,2,YUAPE,C5
4656,WZZ,32A,4,375,2,HALYR,A7
4657,JU,319,4,25,2,YUAPF,C1
4658,LH,32A,4,410,2,DAIWC,A5
4659,WZZ,32A,4,390,2,HALYP,A8
4660,EY,32A,4,735,2,A6EIY,C1
4661,REPSRP,525,4,465,2,E7SMS,A12-3
4662,AMER,TBM8,4,510,2,N850LH,A14-1
4663,BGF,F2TH,4,585,2,LZOOI,C10
4664,UKL,ANF,4,600,2,URCAJ,N1A
4665,TK,73H,4,540,2,TCJFL,A1
4666,YM,E95,4,535,2,4OAOA,A4
4667,YM,E95,4,535,2,4OAOC,A5
4668,EZS,319,4,545,2,HBJYH,C2
4669,RO,AT5,4,560,2,YRATF,C6
4670,JU,319,4,610,2,YUAPF,A3
4671,JU,AT7,4,595,2,YUALP,C8
4672,WZZ,32A,4,630,2,HALYR,A5
4673,REPSRP,525,4,780,2,E7SMS,A12-3
4674,QR,321,4,700,2,A7AIC,A2
4675,JU,AT7,4,800,2,YUALV,C7
4676,AZ,320,4,705,2,EIEID,C2
4677,JU,319,4,795,2,YUAPI,A6
4678,JU,319,4,795,2,YUAPA,A1
4679,JU,319,4,740,2,YUAPD,A4
4680,JU,AT7,4,795,2,YUALO,B5
4681,JU,AT7,4,830,2,YUALT,C8
4682,KK,320,4,735,2,URAJD,A9
4683,WZZ,32A,4,735,2,HALYP,A5
4684,JU,319,4,815,2,YUAPJ,C6
4685,PC,73H,4,765,2,TCCPL,A3
4686,SU,32A,4,775,2,VPBLN,C3
4687,MS,ABY,5,90,2,SUGAS,C9A
4688,JU,319,4,1025,2,YUAPE,C4
4689,JU,AT7,4,805,2,YUALP,A10
4690,EZY,319,4,790,2,GEZAV,A2
4691,LH,E95,4,795,2,DAEBC,C5
4692,REPSRP,525,4,810,2,E7SMS,A13-4
4693,LH,32A,4,815,2,DAINK,C2
4694,LO,E75,4,845,2,SPLIA,A4
4695,A3,320,4,865,2,SXDVW,C1
4696,TK,31Y,4,930,2,TCVEL,B7
4697,LX,320,4,895,2,HBIJI,A1
4698,OS,DH4,4,910,2,OELGK,A3
4699,WZZ,32A,4,940,2,HALYR,A5
4700,JU,AT7,4,1105,2,YUALT,A6
4701,JU,319,4,1070,2,YUAPJ,C2
4702,JU,AT7,4,1115,2,YUALV,C7
4703,JU,AT7,4,1100,2,YUALP,B5
4704,JU,319,4,1065,2,YUAPI,C3
4705,LO,E75,4,1015,2,SPLID,A7
4706,LH,319,4,1020,2,DAILY,A3
4707,HV,73H,4,1040,2,PHHZX,A4
4708,JU,AT7,4,1060,2,YUALO,C8
4709,JU,319,4,1080,2,YUAPD,A1
4710,JU,319,4,1095,2,YUAPF,C1
4711,JU,319,4,1085,2,YUAPA,C5
4712,WZZ,32A,4,1060,2,HALYP,A5
4713,OS,DH4,4,1100,2,OELGL,C4
4714,SU,320,4,1125,2,VPBKC,A2
4715,YM,E95,4,1125,2,4OAOA,A3
4716,NJE,680,5,600,2,CSLAS,A11-2
4717,TK,32B,4,1225,2,TCJTD,A1
4718,YM,100,4,1215,2,4OAOM,A4
4719,FRV,GLF5,4,1270,2,CNMMT,B4
4720,RO,AT5,4,1250,2,YRATA,A3
4721,SLOVEN,56X,5,585,2,S5BDM,A14-3
4722,OS,DH4,5,470,2,OELGL,A4
4723,JU,AT7,4,1145,2,YUALP,C7
4724,JU,AT7,5,410,2,YUALP,B3
4725,SU,32A,4,1415,2,VPBJW,A2
4726,JU,319,4,1395,2,YUAPA,A3
4727,JU,AT7,5,450,2,YUALT,A10
4728,JU,AT7,5,435,2,YUALV,A9
4729,JU,319,4,1420,2,YUAPC,C3
4730,JU,319,5,395,2,YUAPD,A1
4731,JU,319,5,425,2,YUAPF,C5
4732,JU,AT7,5,415,2,YUALO,A6
4733,WZZ,32A,5,375,2,HALYP,A5
4734,JU,319,5,400,2,YUAPE,C6
4735,JU,319,4,1435,2,YUAPJ,C1
4736,JU,319,5,400,2,YUAPI,C4
4737,LH,3N0,5,410,2,DAIND,A3
4738,WZZ,32A,5,755,2,HALYR,A8
4739,EY,32A,5,735,2,A6EIX,A2
4740,JU,319,5,410,2,YUAPJ,C3
4741,JU,319,5,435,2,YUAPC,C1
4742,UKL,ANF,5,600,2,URCNT,B3
4743,TK,73H,5,540,2,TCJGR,C2
4744,YM,E95,5,535,2,4OAOC,A3
4745,LX,320,5,565,2,HBIJJ,A1
4746,TXC,74U,5,720,2,EW465TQ,N1A
4747,JU,AT7,5,595,2,YUALO,C7
4748,B2,CR2,5,610,2,EW303PJ,C8
4749,YM,100,5,615,2,4OAOM,A4
4750,SANMAR,BE36,5,660,2,T7BEN,A12-3
4751,QR,320,5,700,2,A7AHA,A5
4752,AZ,320,5,700,2,EIDSY,C2
4753,JU,AT7,5,795,2,YUALV,C9
4754,JU,AT7,5,795,2,YUALT,C10
4755,JU,319,5,740,2,YUAPJ,C1
4756,JU,AT7,5,800,2,YUALP,C7
4757,WZZ,32A,5,755,2,HALYP,A4
4758,SU,32A,5,775,2,VPBNT,A3
4759,JU,319,5,825,2,YUAPC,C6
4760,JU,319,5,815,2,YUAPI,C5
4761,FZ,7M8,5,780,2,A6FMF,A1
4762,JU,AT7,5,805,2,YUALO,C8
4763,LH,320,5,805,2,DAIZG,A5
4764,LH,CR9,5,795,2,DACNK,C2
4765,BULGAR,P46T,5,840,2,LZVEL,A12-3
4766,WZ,320,5,840,2,VPBWX,A2
4767,LO,E75,5,845,2,SPLIA,C1
4768,LX,321,5,885,2,HBIOK,A4
4769,OS,DH4,5,910,2,OELGM,A5
4770,YM,E95,5,960,2,4OAOC,A3
4771,JU,319,5,1065,2,YUAPC,C4
4772,JU,319,5,1075,2,YUAPI,C1
4773,JU,AT7,5,1115,2,YUALV,C7
4774,JU,319,5,1080,2,YUAPJ,C3
4775,LH,CR9,5,1015,2,DACKL,A2
4776,SU,320,5,1125,2,VPBMF,A1
4777,WZZ,32A,5,1115,2,HALYR,A5
4778,WZZ,32A,5,1140,2,HALYP,A3
4779,YM,100,5,1165,2,4OAOM,A4
4780,TK,321,5,1225,2,TCJRI,A2
4781,DY,73H,5,1260,2,LNNGT,A1
4782,SU,73H,5,1415,2,VPBMM,A4
4783,WZZ,32A,1,20,2,HALYP,A8
4784,EY,32A,1,320,2,A6EIY,A2
4785,JU,AT7,1,325,2,YUALT,C8
4786,AZQ,IL7,1,360,2,4KAZ41,B7
4787,TK,73H,1,485,2,TCJHC,C4
4788,EZS,320,1,485,2,HBJZY,A5
4789,YM,E95,1,495,2,4OAOC,A1
4790,YM,E95,1,495,2,4OAOA,A3
4791,RO,AT5,1,525,2,YRATB,C7
4792,QR,320,1,640,2,A7AHI,A4
4793,JU,AT7,1,645,2,YUALO,C9
4794,JU,319,1,650,2,YUAPA,C4
4795,HV,73W,1,660,2,PHXRD,A5
4796,JU,AT7,1,665,2,YUALP,C10
4797,JU,319,1,670,2,YUAPF,C2
4798,JU,AT7,1,685,2,YUALT,C7
4799,TU,320,1,695,2,TSIMP,A3
4800,WZZ,32A,1,710,2,HALYR,A9
4801,SU,32A,1,715,2,VPBNL,C3
4802,JU,319,1,735,2,YUAPD,C6
4803,FZ,7M8,1,735,2,A6FMI,A1
4804,JU,319,1,750,2,YUAPE,C5
4805,LH,E95,1,760,2,DAEMC,A4
4806,LH,32A,1,770,2,DAIZP,A5
4807,WZ,320,1,780,2,VPBWZ,C4
4808,LO,E75,1,810,2,SPLID,C1
4809,LX,320,1,840,2,HBIJS,A3
4810,OS,DH4,1,850,2,OELGE,A4
4811,FRV,GLF5,1,915,2,CNMMT,B4
4812,CZECH,G280,1,935,2,OKRLV,A11-2
4813,JU,319,1,955,2,YUAPJ,C4
4814,JU,319,1,960,2,YUAPD,C6
4815,JU,AT7,1,970,2,YUALO,C8
4816,JU,319,1,975,2,YUAPA,C3
4817,JU,AT7,1,975,2,YUALP,C9
4818,LH,319,1,980,2,DAILU,A1
4819,JU,AT7,1,1005,2,YUALT,C7
4820,JU,319,1,1020,2,YUAPC,C1
4821,JU,319,1,1065,2,YUAPF,C2
4822,OS,DH4,1,1070,2,OELGJ,A4
4823,SU,32A,1,1075,2,VQBPW,C4
4824,WZZ,32A,1,1085,2,HALYP,A3
4825,WZZ,32A,1,1095,2,HALYR,A5
4826,DCS,56X,1,1105,2,DCBBB,A14-2
4827,SLOVEN,56X,1,1110,2,S5BDM,A13-3
4828,YM,E95,1,1125,2,4OAOA,A2
4829,TK,321,1,1170,2,TCJRK,A1
4830,OS,DH4,1,1290,2,OELGC,A4
4831,JU,AT7,1,1305,2,YUALP,C7
4832,JU,AT7,1,1310,2,YUALT,C8
4833,SU,32A,1,1325,2,VPBNL,A2
4834,JU,AT7,1,1330,2,YUALO,C9
4835,JU,AT7,1,1340,2,YUALV,C10
4836,JU,319,1,1340,2,YUAPC,A3
4837,JU,319,1,1345,2,YUAPF,C2
4838,JU,319,1,1350,2,YUAPA,C1
4839,JU,319,1,1360,2,YUAPD,C6
4840,JU,319,1,1380,2,YUAPJ,C4
4841,WZZ,32A,1,1395,2,HALYP,A9
4842,LH,319,1,1415,2,DAILI,A1
4843,WZZ,32A,2,80,2,HALYR,A7
4844,EY,32A,2,320,2,A6EIT,C3
4845,JU,319,2,350,2,YUAPC,A5
4846,TK,73H,2,485,2,TCJFL,A1
4847,YM,E95,2,495,2,4OAOA,A4
4848,YM,E95,2,495,2,4OAOC,A3
4849,RO,AT5,2,525,2,YRATF,C5
4850,JU,AT7,2,565,2,YUALO,C7
4851,AUSTRI,H25B,2,605,2,OEGCE,A12-4
4852,QR,321,2,640,2,A7ADT,A1
4853,JU,AT7,2,645,2,YUALV,C8
4854,JU,319,2,650,2,YUAPE,C4
4855,AZ,320,2,650,2,EIDTM,A3
4856,JU,319,2,660,2,YUAPF,A6
4857,JU,AT7,2,665,2,YUALP,C10
4858,JU,AT7,2,665,2,YUALT,C9
4859,JU,319,2,670,2,YUAPC,C1
4860,SWEDEN,414,2,675,2,SEFZL,A13-1
4861,REPSRP,525,2,690,2,E7SMS,A13-2
4862,EZS,320,2,700,2,HBJXI,A5
4863,JU,319,2,700,2,YUAPJ,C6
4864,SU,32A,2,715,2,VPBLO,C2
4865,DY,738,2,715,2,LNDYP,A2
4866,FZ,7M8,2,735,2,A6FMD,A4
4867,JU,319,2,750,2,YUAPD,C3
4868,EZY,319,2,755,2,OELQH,A1
4869,LH,E95,2,760,2,DAEMD,C5
4870,LH,319,2,760,2,DAILK,A3
4871,LO,E75,2,810,2,SPLIA,A2
4872,A3,320,2,820,2,SXDVR,A5
4873,HKY,C130,2,840,2,US-00320,N1A
4874,LX,320,2,840,2,HBIHX,C2
4875,OS,DH4,2,850,2,OELGE,A4
4876,JU,AT7,2,960,2,YUALT,B6
4877,JU,319,2,970,2,YUAPE,C1
4878,JU,AT7,2,970,2,YUALP,C8
4879,JU,AT7,2,975,2,YUALV,A6
4880,JU,319,2,975,2,YUAPF,C5
4881,JU,AT7,2,975,2,YUALO,C7
4882,LH,CR9,2,980,2,DACKF,A5
4883,LO,E95,2,980,2,SPLNL,A2
4884,KK,319,2,1010,2,TCATD,A3
4885,JU,319,2,1020,2,YUAPA,C2
4886,IGA,76X,2,1020,2,SPMRF,C9A
4887,PINK,550,2,1020,2,YUBTB,A12-2
4888,JU,319,2,1030,2,YUAPC,A1
4889,WZZ,32A,2,1030,2,HALYR,A8
4890,OS,DH4,2,1070,2,OELGA,C3
4891,SU,321,2,1075,2,VQBOH,A2
4892,YM,E95,2,1125,2,4OAOA,A5
4893,EY,77X,2,1130,2,A6DDD,N1A
4894,TK,321,2,1170,2,TCJRJ,A1
4895,RO,AT5,2,1215,2,YRATA,A2
4896,OS,DH4,2,1290,2,OELGL,A7
4897,JU,AT7,2,1305,2,YUALP,C8
4898,JU,320,2,1310,2,YUAPH,C6
4899,JU,319,2,1315,2,YUAPE,A1
4900,SU,32A,2,1315,2,VPBTJ,A3
4901,JU,733,2,1320,2,YUANK,A4
4902,JU,AT7,2,1330,2,YUALO,C7
4903,JU,319,2,1340,2,YUAPC,C5
4904,JU,AT7,2,1340,2,YUALV,B4
4905,JU,319,2,1345,2,YUAPF,C2
4906,WZZ,32A,2,1370,2,HALYR,A8
4907,ISLE,CL60,2,1375,2,MASIM,A11-2
4908,PINK,56X,2,1395,2,YUPMK,A13-1
4909,LH,319,2,1415,2,DAIBI,A5
4910,EY,32A,3,320,2,A6EJA,A3
4911,JU,AT7,3,330,2,YUALO,C7
4912,NTF,PC12,3,465,2,OKCTP,A14-3
4913,TK,73H,3,485,2,TCJGI,A1
4914,YM,100,3,495,2,4OAOM,A4
4915,YM,E95,3,495,2,4OAOA,A7
4916,JU,319,3,520,2,YUAPA,C1
4917,RO,AT5,3,525,2,YRATC,C7
4918,JU,733,3,565,2,YUANK,C4
4919,PNC,P44,3,630,2,YUBSC,A12-3
4920,QR,32A,3,640,2,A7AHS,A1
4921,JU,AT7,3,645,2,YUALV,C7
4922,JU,320,3,655,2,YUAPH,C6
4923,JU,319,3,660,2,YUAPI,C4
4924,GERMAN,P46T,3,660,2,DEGTC,A14-2
4925,HV,73W,3,660,2,PHXRV,A4
4926,JU,319,3,660,2,YUAPC,C2
4927,JU,AT7,3,665,2,YUALT,C8
4928,JU,AT7,3,680,2,YUALV,C7
4929,JU,AT7,3,685,2,YUALO,B4
4930,PC,73H,3,695,2,TCIZI,C5
4931,SU,32A,3,715,2,VPBTJ,C1
4932,JU,319,3,735,2,YUAPJ,A6
4933,FZ,7M8,3,735,2,A6FME,A5
4934,JU,319,3,750,2,YUAPE,A4
4935,ADN,LJ60,3,755,2,DCURE,A13-3
4936,EZS,320,3,755,2,HBJZY,C3
4937,LH,32A,3,760,2,DAINK,A1
4938,LH,E95,3,760,2,IADJT,A2
4939,JU,AT7,3,780,2,YUALT,C8
4940,TUP,T2F,3,825,2,RA64032,B7
4941,LX,320,3,840,2,HBIJI,A3
4942,OS,DH4,3,850,2,OELGA,A5
4943,B2,733,3,870,2,EW407PA,A4
4944,YM,E95,3,920,2,4OAOA,A2
4945,JU,319,3,955,2,YUAPF,C2
4946,JU,AT7,3,960,2,YUALT,C10
4947,JU,319,3,965,2,YUAPE,C5
4948,JU,AT7,3,965,2,YUALV,C7
4949,JU,AT7,3,970,2,YUALO,C9
4950,JU,319,3,975,2,YUAPC,C4
4951,JU,319,3,975,2,YUAPJ,A1
4952,LH,CR9,3,980,2,DACKH,A5
4953,LO,E70,3,980,2,SPLDG,A3
4954,JU,319,3,1005,2,YUAPI,C3
4955,JU,319,3,1020,2,YUAPA,C1
4956,OS,DH4,3,1070,2,OELGH,A5
4957,AZ,320,3,1070,2,EIDTI,A2
4958,SU,32A,3,1075,2,VPBAD,A4
4959,JU,AT7,3,1090,2,YUALP,C8
4960,YM,100,3,1125,2,4OAOM,A3
4961,RO,AT5,3,1145,2,YRATG,C2
4962,TK,321,3,1170,2,TCJRF,A1
4963,OS,DH4,3,1290,2,OELGH,A3
4964,JU,AT7,3,1310,2,YUALV,C8
4965,SU,32A,3,1315,2,VPBAD,A1
4966,JU,AT7,3,1330,2,YUALO,A9
4967,JU,320,3,1340,2,YUAPH,A2
4968,JU,AT7,3,1340,2,YUALT,C6
4969,JU,319,3,1350,2,YUAPA,C2
4970,JU,319,3,1360,2,YUAPJ,A4
4971,JU,319,3,1375,2,YUAPE,C5
4972,WZZ,32A,3,1375,2,HALYR,A7
4973,JU,319,3,1380,2,YUAPF,C1
4974,LH,32A,3,1415,2,DAIWC,A5
4975,WZZ,32A,4,35,2,HALYP,A8
4976,EY,32A,4,320,2,A6EIY,C1
4977,SRB,FA50,4,405,2,YUBNA,B2
4978,REPSRP,525,4,455,2,E7SMS,A12-3
4979,AMER,TBM8,4,460,2,N850LH,A14-1
4980,BGF,F2TH,4,475,2,LZOOI,C10
4981,UKL,ANF,4,480,2,URCAJ,N1A
4982,TK,73H,4,485,2,TCJFL,A1
4983,YM,E95,4,495,2,4OAOA,A4
4984,YM,E95,4,495,2,4OAOC,A5
4985,EZS,319,4,510,2,HBJYH,C2
4986,RO,AT5,4,525,2,YRATF,C6
4987,JU,319,4,560,2,YUAPF,A3
4988,JU,AT7,4,565,2,YUALP,C8
4989,WZZ,32A,4,600,2,HALYR,A5
4990,REPSRP,525,4,635,2,E7SMS,A12-3
4991,QR,321,4,640,2,A7AIC,A2
4992,JU,AT7,4,645,2,YUALV,C7
4993,AZ,320,4,650,2,EIEID,C2
4994,JU,319,4,650,2,YUAPI,A6
4995,JU,319,4,660,2,YUAPA,A1
4996,JU,319,4,660,2,YUAPD,A4
4997,JU,AT7,4,665,2,YUALO,B5
4998,JU,AT7,4,665,2,YUALT,C8
4999,KK,320,4,675,2,URAJD,A9
5000,WZZ,32A,4,690,2,HALYP,A5
5001,JU,319,4,695,2,YUAPJ,C6
5002,PC,73H,4,695,2,TCCPL,A3
5003,SU,32A,4,715,2,VPBLN,C3
5004,MS,ABY,4,750,2,SUGAS,C9A
5005,JU,319,4,750,2,YUAPE,C4
5006,JU,AT7,4,755,2,YUALP,A10
5007,EZY,319,4,755,2,GEZAV,A2
5008,LH,E95,4,760,2,DAEBC,C5
5009,REPSRP,525,4,770,2,E7SMS,A13-4
5010,LH,32A,4,770,2,DAINK,C2
5011,LO,E75,4,810,2,SPLIA,A4
5012,A3,320,4,820,2,SXDVW,C1
5013,TK,31Y,4,840,2,TCVEL,B7
5014,LX,320,4,840,2,HBIJI,A1
5015,OS,DH4,4,850,2,OELGK,A3
5016,WZZ,32A,4,895,2,HALYR,A5
5017,JU,AT7,4,960,2,YUALT,A6
5018,JU,319,4,960,2,YUAPJ,C2
5019,JU,AT7,4,970,2,YUALV,C7
5020,JU,AT7,4,975,2,YUALP,B5
5021,JU,319,4,975,2,YUAPI,C3
5022,LO,E75,4,980,2,SPLID,A7
5023,LH,319,4,980,2,DAILY,A3
5024,HV,73H,4,995,2,PHHZX,A4
5025,JU,AT7,4,1000,2,YUALO,C8
5026,JU,319,4,1005,2,YUAPD,A1
5027,JU,319,4,1020,2,YUAPF,C1
5028,JU,319,4,1030,2,YUAPA,C5
5029,WZZ,32A,4,1030,2,HALYP,A5
5030,OS,DH4,4,1070,2,OELGL,C4
5031,SU,320,4,1075,2,VPBKC,A2
5032,YM,E95,4,1085,2,4OAOA,A3
5033,NJE,680,4,1140,2,CSLAS,A11-2
5034,TK,32B,4,1170,2,TCJTD,A1
5035,YM,100,4,1175,2,4OAOM,A4
5036,FRV,GLF5,4,1175,2,CNMMT,B4
5037,RO,AT5,4,1215,2,YRATA,A3
5038,SLOVEN,56X,4,1270,2,S5BDM,A14-3
5039,OS,DH4,4,1290,2,OELGL,A4
5040,JU,AT7,4,1305,2,YUALP,C7
5041,JU,AT7,4,1310,2,YUALP,B3
5042,SU,32A,4,1315,2,VPBJW,A2
5043,JU,319,4,1320,2,YUAPA,A3
5044,JU,AT7,4,1330,2,YUALT,A10
5045,JU,AT7,4,1340,2,YUALV,A9
5046,JU,319,4,1340,2,YUAPC,C3
5047,JU,319,4,1340,2,YUAPD,A1
5048,JU,319,4,1345,2,YUAPF,C5
5049,JU,AT7,4,1350,2,YUALO,A6
5050,WZZ,32A,4,1370,2,HALYP,A5
5051,JU,319,4,1375,2,YUAPE,C6
5052,JU,319,4,1375,2,YUAPJ,C1
5053,JU,319,4,1400,2,YUAPI,C4
5054,LH,3N0,4,1415,2,DAIND,A3
5055,WZZ,32A,5,20,2,HALYR,A8
5056,EY,32A,5,320,2,A6EIX,A2
5057,JU,319,5,345,2,YUAPJ,C3
5058,JU,319,5,350,2,YUAPC,C1
5059,UKL,ANF,5,480,2,URCNT,B3
5060,TK,73H,5,485,2,TCJGR,C2
5061,YM,E95,5,495,2,4OAOC,A3
5062,LX,320,5,515,2,HBIJJ,A1
5063,TXC,74U,5,540,2,EW465TQ,N1A
5064,JU,AT7,5,565,2,YUALO,C7
5065,B2,CR2,5,570,2,EW303PJ,C8
5066,YM,100,5,575,2,4OAOM,A4
5067,SANMAR,BE36,5,600,2,T7BEN,A12-3
5068,QR,320,5,640,2,A7AHA,A5
5069,AZ,320,5,650,2,EIDSY,C2
5070,JU,AT7,5,665,2,YUALV,C9
5071,JU,AT7,5,665,2,YUALT,C10
5072,JU,319,5,670,2,YUAPJ,C1
5073,QGA,56X,5,680,2,DCKHG,A14-3
5074,JU,AT7,5,685,2,YUALP,C7
5075,WZZ,32A,5,710,2,HALYP,A4
5076,SU,32A,5,715,2,VPBNT,A3
5077,JU,319,5,720,2,YUAPC,C6
5078,JU,319,5,735,2,YUAPI,C5
5079,FZ,7M8,5,735,2,A6FMF,A1
5080,JU,AT7,5,755,2,YUALO,C8
5081,LH,320,5,760,2,DAIZG,A5
5082,LH,CR9,5,760,2,DACNK,C2
5083,BULGAR,P46T,5,765,2,LZVEL,A12-3
5084,WZ,320,5,780,2,VPBWX,A2
5085,LO,E75,5,810,2,SPLIA,C1
5086,LX,321,5,835,2,HBIOK,A4
5087,OS,DH4,5,850,2,OELGM,A5
5088,SLOVEN,56X,5,880,2,S5BDM,A14-2
5089,YM,E95,5,920,2,4OAOC,A3
5090,JU,319,5,960,2,YUAPC,C4
5091,JU,319,5,960,2,YUAPI,C1
5092,JU,AT7,5,975,2,YUALO,C9
5093,JU,AT7,5,975,2,YUALV,C7
5094,JU,319,5,975,2,YUAPJ,C3
5095,LH,CR9,5,980,2,DACKL,A2
5096,SRBIJA,SILA750,5,1035,2,YUDSW,A11-3
5097,SU,320,5,1075,2,VPBMF,A1
5098,WZZ,32A,5,1085,2,HALYR,A5
5099,WZZ,32A,5,1095,2,HALYP,A3
5100,YM,100,5,1125,2,4OAOM,A4
5101,TK,321,5,1170,2,TCJRI,A2
5102,DY,73H,5,1220,2,LNNGT,A1
5103,NJE,680,5,1255,2,CSLAS,A11-2
5104,SU,73H,5,1315,2,VPBMM,A4
5105,JU,AT7,5,1340,2,YUALV,C7
5106,JU,319,5,1340,2,YUAPJ,C2
